timestamp,unix_ms,topic,measurement,payload_raw,value,is_numeric,qos,retain
2026-07-03T20:56:31.097598+00:00,1783112191097,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:56:41.032874+00:00,1783112201032,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:56:41.109001+00:00,1783112201109,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:56:41.114849+00:00,1783112201114,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:56:51.069338+00:00,1783112211069,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:56:51.149766+00:00,1783112211149,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:56:51.155543+00:00,1783112211155,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:01.105896+00:00,1783112221105,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:01.411651+00:00,1783112221411,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:01.417523+00:00,1783112221417,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:11.552343+00:00,1783112231552,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:11.645190+00:00,1783112231645,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:11.651760+00:00,1783112231651,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:19.946069+00:00,1783112239946,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:20.027000+00:00,1783112240027,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:20.031897+00:00,1783112240031,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:21.482668+00:00,1783112241482,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:21.585724+00:00,1783112241585,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:21.707243+00:00,1783112241707,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:31.518151+00:00,1783112251518,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:31.604829+00:00,1783112251604,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:31.610483+00:00,1783112251610,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:41.505422+00:00,1783112261505,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:41.612941+00:00,1783112261612,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:41.695921+00:00,1783112261695,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:57:51.587669+00:00,1783112271587,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:57:51.675680+00:00,1783112271675,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:57:51.682200+00:00,1783112271682,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:01.624074+00:00,1783112281624,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:01.705517+00:00,1783112281705,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:01.711473+00:00,1783112281711,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:06.640608+00:00,1783112286640,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:06.730356+00:00,1783112286730,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:06.736625+00:00,1783112286736,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:12.171115+00:00,1783112292171,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:12.263749+00:00,1783112292263,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:12.345916+00:00,1783112292345,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:22.308790+00:00,1783112302308,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:22.391525+00:00,1783112302391,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:22.397026+00:00,1783112302397,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:32.230049+00:00,1783112312230,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:32.336421+00:00,1783112312336,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:32.415234+00:00,1783112312415,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:42.277772+00:00,1783112322277,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:42.381058+00:00,1783112322381,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:42.464939+00:00,1783112322464,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:52.312978+00:00,1783112332312,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:52.396163+00:00,1783112332396,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:52.401586+00:00,1783112332401,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:58:54.872857+00:00,1783112334872,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:58:54.916619+00:00,1783112334916,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:58:54.921563+00:00,1783112334921,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:59:02.350398+00:00,1783112342350,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:59:13.796258+00:00,1783112353796,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:59:13.931346+00:00,1783112353931,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:59:14.016736+00:00,1783112354016,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
2026-07-03T20:59:23.852789+00:00,1783112363852,aut/SoSe26/vier_gewinnt/iFillLevel1,iFillLevel1,0,0.0,True,0,False
2026-07-03T20:59:23.942120+00:00,1783112363942,aut/SoSe26/vier_gewinnt/iFillLevel2,iFillLevel2,0,0.0,True,0,False
2026-07-03T20:59:24.031753+00:00,1783112364031,aut/SoSe26/vier_gewinnt/iFillLevel3,iFillLevel3,0,0.0,True,0,False
